3011	Recipe: Divine Boots		a,For Dwarves only. The recipe for Divine Boots. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3012	Recipe: Full Plate Helmet		a,For Dwarves only. The recipe for a Full Plate Helmet. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3013	Recipe: Drake Leather Boots		a,For Dwarves only. The recipe for Drake Leather Boots. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3014	Recipe: Full Plate Boots		a,For Dwarves only. The recipe for Full Plate Boots. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3015	Recipe: Drake Leather Gloves		a,For Dwarves only. The recipe for Drake Leather Gloves. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3016	Recipe: Full Plate Gauntlets		a,For Dwarves only. The recipe for Full Plate Gauntlets. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3017	Recipe: Divine Gloves		a,For Dwarves only. The recipe for Blessed Gloves. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3018	Recipe: Blessed Gloves		a,For Dwarves only. The recipe for Divine Gloves. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3019	Recipe: Full Plate Shield		a,For Dwarves only. The recipe for a Full Plate Shield. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3020	Recipe: Elven Long Sword		a,For Dwarves only. The recipe for an Elven Long Sword. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3021	Recipe: Dwarven War Hammer		a,For Dwarves only. The recipe for a Dwarven War Hammer. Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3022	Recipe: Yaksa Mace		a,For Dwarves only. The recipe for the Yaksa Mace. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3023	Recipe: Titan Key		a,For Dwarves only. Recipe for Quest. Required to make a Titan Key. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3024	Recipe: Journeyman Ring		a,For Dwarves only. Recipe for Quest. Required to make a Journeyman Ring. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3025	Recipe: Amber Bead		a,For Dwarves only. Recipe for Quest. Required to make an Amber Bead. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3030	Key of Titan		a,A special key that opens the Titan's Box\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3031	Spirit Ore		a,A material used by Dwarves in item manufacturing. Also used to summon and maintain servitors.  Can be sold in any shop.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3032	Recipe: Spiritshot D		a,For Dwarves only. The recipe for the Spiritshot Grade D. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3033	Recipe: Spiritshot C		a,For Dwarves only. The recipe for the Spiritshot Grade C. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3034	Recipe: Spiritshot B		a,For Dwarves only. The recipe for the Spiritshot Grade B. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3035	Recipe: Spiritshot A		a,For Dwarves only. The recipe for the Spiritshot Grade A. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3036	Recipe: Spiritshot S		a,For Dwarves only. The recipe for the Spiritshot Grade S. Requires Create Item - Skill Level 8. The success rate is 100%.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3037	Kakan's Letter		a,Kakan's reply letter to Sla. Collect three reply letters from Sla's disciples and deliver them to Sla.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3038	Blueprint: Summon Mechanic Golem		a,Blueprint needed to learn the Summon Mechanic Golem technique. Used by Artisans.\\nRequired level: 28\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3039	Spellbook: Summon Storm Cubic		a,Spellbook needed to learn Summon Storm Cubic. Used by Temple Knights and Warlocks.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3040	Spellbook: Summon Vampiric Cubic		a,Spellbook needed to learn Summon Vampiric Cubic. Used by Shillien Knights.\\nRequired level: 43\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3041	Spellbook: Summon Phantom Cubic		a,Spellbook needed to learn Summon Phantom Cubic. Used by Shillien Knights and Phantom Summoners.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3042	Spellbook: Life Scavenge		a,Spellbook needed to learn Life Scavenge. Used by Dark Avengers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3043	Spellbook: Holy Strike		a,Spellbook needed to learn Holy Strike. Used by Paladins.\\nRequired level: 46\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3044	Spellbook: Horror		a,Spellbook needed to learn Horror. Used by Dark Avengers.\\nRequired level: 46\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3045	Spellbook: Summon Life Cubic		a,Spellbook needed to learn Summon Life Cubic. Used by Temple Knights and Elemental Summoners.\\nRequired level: Temple Knight - 43, Elemental Summoner - 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3046	Spellbook: Sacrifice		a,Spellbook needed to learn Sacrifice. Used by Paladins.\\nRequired level: 52\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3047	Spellbook: Iron Will		a,Spellbook needed to learn Iron Will. Used by Paladins and Dark Avengers.\\nRequired level: 43\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3048	Spellbook: Reflect Damage		a,Spellbook needed to learn Reflect Damage. Used by Dark Avengers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3049	Spellbook: Corpse Plague		a,Spellbook needed to learn Corpse Plague. Used by Dark Avengers and Shillien Knights.\\nRequired level: 46\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3050	Spellbook: Hex		a,Spellbook needed to learn Hex. Used by Shillien Knights, Bladedancers, Abyss Walkers, and Phantom Rangers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3051	Spellbook: Spirit Barrier		a,Spellbook needed to learn Spirit Barrier. Used by Temple Knights, Swordsingers, Plainswalkers, and Silver Rangers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3052	Spellbook: Hamstring		a,Spellbook needed to learn Hamstring. Used by Dark Avengers.\\nRequired level: 43\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3053	Spellbook: Holy Blessing		a,Spellbook needed to learn Holy Blessing. Used by Paladins.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3054	Spellbook: Summon Viper Cubic		a,Spellbook needed to learn Summon Viper Cubic. Used by Shillien Knights.\\nRequired level: 49\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3055	Spellbook: Lightning Strike		a,Spellbook needed to learn Lightning Strike. Used by Shillien Knights.\\nRequired level: 58\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3056	Spellbook: Summon Dark Panther		a,Spellbook needed to learn Summon Dark Panther. Used by Dark Avengers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3057	Spellbook: Summon Reanimated Man		a,Spellbook needed to learn Summon Reanimated Man. Used by Necromancers.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3058	Spellbook: Summon Corrupted Man		a,Spellbook needed to learn Summon Corrupted Man. Used by Necromancers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3059	Spellbook: Corpse Burst		a,Spellbook needed to learn Corpse Burst. Used by Necromancers.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3060	Spellbook: Forget		a,Spellbook needed to learn Forget. Used by Necromancers.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3061	Spellbook: Curse Discord		a,Spellbook needed to learn Curse Discord. Used by Necromancers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3062	Spellbook: Curse Fear		a,Spellbook needed to learn the spell Curse Fear. Used by Necromancers, Spellsingers, Spellhowlers and Sorcerers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3063	Spellbook: Anchor		a,Spellbook needed to learn Anchor. Used by Necromancers.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3064	Spellbook: Silence		a,Spellbook needed to learn Silence. Used by Necromancers and Spellhowlers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3065	Spellbook: Death Spike		a,Spellbook needed to learn Death Spike. Used by Necromancers, Spellhowlers, and Phantom Summoners.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3066	Spellbook: Curse Death Link		a,Spellbook needed to learn Curse Death Link. Used by Necromancers and Spellhowlers.\\nRequired level: 52\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3067	Spellbook: Vampiric Claw		a,Spellbook needed to learn Vampiric Claw. Used by Necromancers and Spellhowlers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3068	Spellbook: Vitalize		a,Spellbook needed to learn Vitalize. Used by Bishops and Elven Elders.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3069	Spellbook: Repose		a,Spellbook needed to learn Repose. Used by Bishops.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3070	Spellbook: Hold Undead		a,Spellbook needed to learn Hold Undead. Used by Bishops.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3071	Spellbook: Requiem		a,Spellbook needed to learn Requiem. Used by Bishops.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3072	Spellbook: Purify		a,Spellbook needed to learn Purify. Used by Bishops and Shillien Elders.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3073	Spellbook: Might of Heaven		a,Spellbook needed to learn Might of Heaven. Used by Bishops and Elven Elders.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3074	Spellbook: Surrender to Wind		a,Spellbook needed to learn Surrender to Wind. Used by Sorcerers and Spellhowlers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3075	Spellbook: Blazing Circle		a,Spellbook needed to learn Blazing Circle. Used by Sorcerers and Spellsingers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3076	Spellbook: Prominence		a,Spellbook needed to learn Prominence. Used by Sorcerers and Spellsingers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3077	Spellbook: Blazing Skin		a,Spellbook needed to learn Blazing Skin. Used by Sorcerers and Spellsingers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3078	Spellbook: Decay		a,Spellbook needed to learn Decay. Used by Sorcerers.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3079	Spellbook: Cancel		a,Spellbook needed to learn Cancel. Used by Sorcerers and Spellsingers.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3080	Spellbook: Sleeping Cloud		a,Spellbook needed to learn Sleeping Cloud. Used by Sorcerers and Spellsingers.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3081	Spellbook: Aura Flare		a,Spellbook needed to learn Aura Flare. Used by Sorcerers and Spellsingers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3082	Spellbook: Surrender to Water		a,Spellbook needed to learn Surrender to Water. Used by Spellsingers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3083	Spellbook: Frost Wall		a,Spellbook needed to learn Frost Wall. Used by Spellsingers.\\nRequired level: 52\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3084	Spellbook: Freezing Shackle		a,Spellbook needed to learn Freezing Shackle. Used by Spellsingers.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3085	Spellbook: Hydro Blast		a,Spellbook needed to learn Hydro Blast. Used by Spellsingers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3086	Spellbook: Frost Bolt		a,Spellbook needed to learn Frost Bolt. Used by Spellsingers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3087	Spellbook: Ice Dagger		a,Spellbook needed to learn Ice Dagger. Used by Spellsingers.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3088	Spellbook: Freezing Skin		a,Spellbook needed to learn Freezing Skin. Used by Spellsingers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3089	Spellbook: Tempest		a,Spellbook needed to learn Tempest. Used by Spellhowlers.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3090	Spellbook: Hurricane		a,Spellbook needed to learn Hurricane. Used by Spellhowlers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3091	Spellbook: Servitor Magic Shield		a,Spellbook needed to learn Servitor Magic Shield. Used by Warlocks, Elemental Summoners and Phantom Summoners.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3092	Spellbook: Servitor Physical Shield		a,Spellbook needed to learn Servitor Physical Shield. Used by Warlocks, Elemental Summoners and Phantom Summoners.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3093	Spellbook: Servitor Haste		a,Spellbook needed to learn Servitor Haste. Used by Warlocks, Elemental Summoners and Phantom Summoners.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3094	Spellbook: Invigor		a,Spellbook needed to learn Invigor. Used by Prophets.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3095	Spellbook: Magic Barrier		a,Spellbook needed to learn Magic Barrier. Used by Prophets.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3096	Spellbook: Blessed Body		a,Spellbook needed to learn Blessed Body. Used by Prophets.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3097	Spellbook: Blessed Soul		a,Spellbook needed to learn Blessed Soul. Used by Prophets.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3098	Spellbook: Return		a,Spellbook needed to learn Recall. Used by Prophets and Elders.\\nRequired level: Prophet- 40, Elder: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3099	Spellbook: Haste		a,Spellbook needed to learn Haste. Used by Prophets.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3100	Spellbook: Guidance		a,Spellbook needed to learn Guidance. Used by Prophets and Shillien Elders.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3101	Spellbook: Death Whisper		a,Spellbook needed to learn Death Whisper. Used by Prophets and Shillien Elders.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3102	Spellbook: Bless Shield		a,Spellbook needed to learn Bless Shield. Used by Prophets and Elven Elders.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3103	Amulet: Pa'agrio's Wisdom		a,Amulet required for the Pa'agrio's Wisdom spell. Used by Overlords.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3104	Amulet: Pa'agrio's Glory		a,Amulet required for the Pa'agrio's Glory spell. Used by Overlords.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3105	Amulet: Seal of Winter		a,Amulet required for the Seal of Winter spell. Used by Overlords.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3106	Amulet: Seal of Flame		a,Amulet required for the Seal of Flame spell. Used by Overlords.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3107	Amulet: Seal of Gloom		a,Amulet required for the Seal of Gloom spell. Used by Overlords.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3108	Amulet: Seal of Mirage		a,Amulet required for the Seal of Mirage spell. Used by Overlords.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3109	Amulet: Seal of Silence		a,Amulet required for the Seal of Silence spell. Used by Overlords.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3110	Amulet: Seal of Scourge		a,Amulet required for the Seal of Scourge spell. Used by Overlords.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3111	Amulet: Seal of Suspension		a,Amulet required for the Seal of Suspension spell. Used by Overlords.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3112	Amulet: Pa'agrio's Vision		a,Amulet required for the Pa'agrio's Vision spell. Used by Overlords.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3113	Amulet: Pa'agrio's Protection		a,Amulet required for the Pa'agrio's Protection spell. Used by Overlords.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3114	Amulet: Steal Essence		a,Amulet required for the Steal Essence spell. Used by Warcryers and Overlords.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3115	Amulet: Freezing Flame		a,Amulet required for the Freezing Flame spell. Used by Warcryers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3116	Amulet: Chant of Fury		a,Amulet required for the Chant of Fury spell. Used by Warcryers.\\nRequired level: 48\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3117	Amulet: Chant of Evasion		a,Amulet required for the Chant of Evasion spell. Used by Warcryers.\\nRequired level: 40\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3118	Amulet: Chant of Rage		a,Amulet required for the Chant of Rage spell. Used by Warcryers.\\nRequired level: 44\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3119	Mark of Guildsman		a,A mark given to those who have passed the Trial of the Guildsman. An occupation change related item.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3120	Valkon's Recommendation		a,A recommendation letter written by Warehouse Keeper Valkon. Take this and go to Blacksmith Altran of Talking Island.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3121	Mandragora Berry		a,The fruit of mandragoras, known for their uses in treating ailments.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3122	Altran's Instructions		a,Blacksmith Altran's instructions. The instructions are to gather materials and create 7 journeyman's rings.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3123	Altran's 1st Recommendation		a,A recommendation letter written by Blacksmith Altran. Take this and go to Warehouse Keeper Norman of the Village of Gludin.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3124	Altran's 2nd Recommendation		a,A recommendation letter written by Blacksmith Altran. Take this and go to Blacksmith Pinter of the Town of Gludio.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3125	Norman's Instructions		a,Warehouse Keeper Norman's instructions. The instructions are to go to Blacksmith Duning of Hunters Village and bring back the key.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3126	Norman's Receipt		a,Warehouse Keeper Norman's receipt. Take this and go to Blacksmith Duning of the Hunters Village.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3127	Duning's Instructions		a,Blacksmith Duning's instructions. It gives an order to recover 30 keys from Breka orcs.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3128	Duning's Key		a,Mithril key recovered from Breka orcs. Collect 30 and take them to Blacksmith Duning.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3129	Norman's List		a,Ingredient list of Warehouse Keeper Norman: 70 units of gray bone powder, 70 granite whetstones, 70 units of red pigment, and 70 units of braided yarn.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3130	Gray Bone Powder		a,The powder collected from the bones of ghouls and strains. Gather 70 of these and take them to Warehouse Keeper Norman.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3131	Granite Whetstone		a,A whetstone made from the fragments of the granite golem. Gather 70 of these and take them to Warehouse Keeper Norman.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3132	Red Pigment		a,Red pigment obtained by slaying the dead seeker bat. Gather 70 of these and take them to Warehouse Keeper Norman.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3133	Braided Yarn		a,Braided yarn obtained by slaying the silenos. Gather 70 of these and take them to Warehouse Keeper Norman.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3134	Journeyman Gem		a,A material used to make the journeyman's ring.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
3135	Pinter's Instructions		a,Instructions of Blacksmith Pinter: Find and bring back 70 amber beads.\0	-1	0	0						a,	0	0		a,	0	0	0	0	0	0	0	0	0	0	a,	1
